texto,categoria
"quiero reclamar por el aseo de calle Arturo Prat, esta lleno de colillas, papeles y basura, y el barrendero no pasa hace tiempo. Saludos.",Aseo y Ornato
quiero reclamar xq los contenedores de basura de mi calle estan siempre rebalsados y los perros vagos rompen las bolsas y dejan la tierra tirada.,Aseo y Ornato
"Estimados, el pasto de la plaza de Poblacion 18 de Septiembre no lo cortan hace 10 dias, ya esta enorme y se esconden ahi los perros vagos. Espero una pronta solucion.",Áreas Verdes
"la vereda del barrio alto esta toda levantada por las raices de un arbol y varias personas se han caido ahi. Espero puedan solucionarlo pronto, gracias!!",Vialidad y Pavimentación
"sr. alcalde, pedimos mas rondas de carabineros para Poblacion Nueva Amanecer porque hace 3 dias hubo dos asaltos en la misma cuadra. Saludos",Seguridad Ciudadana
"Hola, el sistema de riego de la plaza de calle Los Castanos lleva casi 2 semanas malo y las plantas se estan secando todas. Gracias de antemano",Áreas Verdes
hace bastante tiempo que reclamamos por el negocio de comida de Poblacion 18 de Septiembre que funciona sin resolucion sanitaria y bota olores fuertes. Ya no sabemos a quien mas recurrir.,Permisos y Patentes Comerciales
"hace varias semanas que un vecino instalo una feria improvisada todos los fines de semana en Poblacion Nueva Amanecer sin autorizacion municipal. Espero puedan solucionarlo pronto, gracias.",Permisos y Patentes Comerciales
los vecinos de la villa de al lado llevamos mas de 20 dias pidiendo que manden a limpiar el canal que esta lleno de basura y da mal olor.,Aseo y Ornato
quiero saber pq el local de calle Manuel Rodriguez sigue abierto si los vecinos ya denunciamos que no tiene patente comercial vigente. Gracias de antemano,Permisos y Patentes Comerciales
"reclamo xq el furgon de seguridad municipal ya no pasa por el sector norte como antes, y justo ahora es cuando mas robos hay. Gracias de antemano.",Seguridad Ciudadana
"en la plaza de Villa El Trebol hay ratones porque la gente deja bolsas de basura en la reja del parque, esto es un peligro para los ninos. Ya no sabemos a quien mas recurrir.",Aseo y Ornato
"sr. alcalde, en la plaza de Poblacion San Rafael se juntan a beber y a pelear todas las noches, los vecinos tenemos miedo de salir.",Seguridad Ciudadana
"llevamos 10 dias esperando que repongan el pavimento de calle Los Alerces, quedo puro hoyo despues de las obras del alcantarillado. Ojala le puedan poner atencion a esto.",Vialidad y Pavimentación
"Hola municipio, el poste de calle Ignacio Carrera Pinto quedo colgando despues de un choque hace varios meses y nadie lo ha venido a reparar, es peligroso. Espero una pronta solucion.",Alumbrado Público
"en Villa Sol Naciente las calles de tierra se llenan de barro cuando llueve, ya no se puede ni caminar, necesitamos pavimentacion urgente. Porfavor tomen cartas en el asunto!!",Vialidad y Pavimentación
"los juegos infantiles de la plaza Villa Portales estan todos oxidados y rotos, mi hija se corto con un fierro el otro dia.",Áreas Verdes
"los juegos infantiles de la plaza Poblacion Nueva Amanecer estan todos oxidados y rotos, mi hija se corto con un fierro el otro dia. Espero puedan solucionarlo pronto, gracias.",Áreas Verdes
hace 20 dias que un vecino instalo una feria improvisada todos los fines de semana en Poblacion El Progreso sin autorizacion municipal. Quedo atento a una respuesta!!,Permisos y Patentes Comerciales
los vecinos del centro estamos organizando rondas propias porque los robos no paran y la municipalidad no ha respondido. Espero una pronta solucion,Seguridad Ciudadana
"Sr. alcalde, el pasto y la maleza de la vereda en calle El Roble ya casi tapan la calzada, ademas hay bastante basura acumulada. Saludos!!",Aseo y Ornato
"las papeleras de calle Los Almendros estan todas rotas y no las han cambiado, por eso la gente tira la basura directo al suelo. Porfavor tomen cartas en el asunto",Aseo y Ornato
el bar que esta cerca de mi casa en Poblacion San Rafael hace un ruido tremendo todos los fines de semana hasta el amanecer. Ya no sabemos a quien mas recurrir.,Permisos y Patentes Comerciales
el paso peatonal frente al colegio de la esquina esta borrado hace tiempo y los autos no respetan a los ninos que cruzan. Quedo atento a una respuesta.,Vialidad y Pavimentación
"hola, el sistema de riego de la plaza de calle Arturo Prat lleva un par de semanas malo y las plantas se estan secando todas!!",Áreas Verdes
necesitamos urgente una camara de seguridad en la esquina de Vicuna Mackenna porque ahi asaltaron a dos personas esta semana. Ya no sabemos a quien mas recurrir!!,Seguridad Ciudadana
cerca del jardin infantil el agua de lluvia se acumula en la calle y forma una laguna enorme porque no hay rejillas de desague. Ya no sabemos a quien mas recurrir,Vialidad y Pavimentación
"los basureros publicos de la plaza de Villa El Mirador estan quebrados y llenos de basura desbordada, alguien tiene q ir a limpiar urgente.",Aseo y Ornato
hace 10 dias que reclamamos por el negocio de comida de Villa El Trebol que funciona sin resolucion sanitaria y bota olores fuertes. Gracias de antemano,Permisos y Patentes Comerciales
"buenos dias, el local que abrieron en calle Las Rosas pone musica hasta muy tarde y creo q no tiene patente para funcionar asi. Ya no sabemos a quien mas recurrir.",Permisos y Patentes Comerciales
"hace tiempo que pedimos mas alumbrado en el pasaje de Villa El Retiro, esta todo oscuro y varias vecinas tienen miedo de volver de noche. Espero puedan solucionarlo pronto, gracias.",Alumbrado Público
"falta senaletica de pare en la esquina de calle Los Alerces, ya hubo dos choques este mes por eso mismo. Quedo atento a una respuesta.",Vialidad y Pavimentación
"en Poblacion 18 de Septiembre hay varios postes sin luz y de noche los delincuentes aprovechan la oscuridad para hacer de las suyas. Espero puedan solucionarlo pronto, gracias.",Alumbrado Público
"nadie barre las veredas de Poblacion Cordillera hace varios meses, esta lleno de hojas y tierra, se ve muy descuidado el sector. Muchas gracias por su tiempo!!",Aseo y Ornato
"estimados, el bebedero de la plaza de calle Las Dalias no funciona hace tiempo y con el calor los ninos necesitan tomar agua. Espero puedan solucionarlo pronto, gracias.",Áreas Verdes
"nadie barre las veredas de Villa Esperanza hace una semana, esta lleno de hojas y tierra, se ve muy descuidado el sector. Espero una pronta solucion.",Aseo y Ornato
"llevamos mas de un mes esperando que repongan el pavimento de calle Independencia, quedo puro hoyo despues de las obras del alcantarillado. Ya no sabemos a quien mas recurrir.",Vialidad y Pavimentación
"los tachos de basura de la plaza de Poblacion Los Heroes estan quebrados y el pasto lleno de vidrios, es peligroso para los ninos que andan descalzos. Saludos.",Áreas Verdes
"el sitio eriazo de calle Las Dalias se ha convertido en un foco de delincuencia, de noche se juntan a robar y a consumir. Ojala le puedan poner atencion a esto.",Seguridad Ciudadana
"quiero denunciar un taller mecanico en calle Circunvalacion que funciona en la via publica sin patente comercial, dejan aceite tirado en la calle. Ojala le puedan poner atencion a esto.",Permisos y Patentes Comerciales
"falta senaletica de pare en la esquina de calle Las Torres, ya hubo dos choques este mes por eso mismo. Quedo atento a una respuesta!!",Vialidad y Pavimentación
hace un par de semanas que el poste de la esquina de Los Aromos esta apagado y justo ahi es donde han asaltado a dos vecinos ultimamente. Saludos.,Alumbrado Público
"Sr. alcalde, pedimos hace mas de un mes que planten mas arboles en calle Diego Portales porque en verano hace un calor insoportable sin sombra.",Áreas Verdes
"estimados, el paso peatonal frente al colegio del sector norte esta borrado hace tiempo y los autos no respetan a los ninos que cruzan. Saludos.",Vialidad y Pavimentación
"hay un galpon en Poblacion San Rafael que funciona como bodega sin permiso de funcionamiento, ademas genera mucho ruido de camiones en la noche. Muchas gracias por su tiempo.",Permisos y Patentes Comerciales
en Villa Los Alerces hay varios postes sin luz y de noche los delincuentes aprovechan la oscuridad para hacer de las suyas. Espero una pronta solucion.,Alumbrado Público
"en la Poblacion Santa Elena la plaza esta abandonada, el pasto crecido, los arbustos sin podar y da la sensacion de que a nadie le importa. Porfavor tomen cartas en el asunto",Áreas Verdes
"el juego de resbalin de la plaza del pasaje de atras esta oxidado y con el fierro filoso, ya casi corta a un nino. Muchas gracias por su tiempo.",Áreas Verdes
"buenos dias, hace un mes que no funciona ningun poste de luz en calle Los Copihues frente a la iglesia, de noche queda todo oscuro y da miedo caminar. Ya no sabemos a quien mas recurrir.",Alumbrado Público
"hace un mes que no retiran los escombros que dejaron en la vereda de calle El Bosque, al lado de la sede vecinal, y estan estorbando el paso de la gente.",Aseo y Ornato
los camiones recolectores estan pasando en la madrugada y hacen un escandalo terrible ademas dejan tarros de basura botados en la calle Padre Hurtado. Ojala le puedan poner atencion a esto.,Aseo y Ornato
"hay pandillas de jovenes que se juntan a hacer destrozos en la plaza de la cuadra de la plaza, rompen bancas y asustan a los vecinos. Porfavor tomen cartas en el asunto!!",Seguridad Ciudadana
"quiero reclamar xq no hay camaras de seguridad en la esquina y ahi es donde mas robos se producen segun los vecinos. Espero puedan solucionarlo pronto, gracias.",Seguridad Ciudadana
"hay pandillas de jovenes que se juntan a hacer destrozos en la plaza del sector poniente, rompen bancas y asustan a los vecinos. Saludos!!",Seguridad Ciudadana
hace casi 2 semanas que un vecino instalo una feria improvisada todos los fines de semana en Poblacion Vista Hermosa sin autorizacion municipal. Muchas gracias por su tiempo.,Permisos y Patentes Comerciales
"quiero denunciar que en calle Padre Hurtado hay una casa que parece un punto de venta de drogas, entra y sale gente a toda hora. Ya no sabemos a quien mas recurrir.",Seguridad Ciudadana
"buen dia, hace 10 dias que no funciona ningun poste de luz en calle Balmaceda frente a la iglesia, de noche queda todo oscuro y da miedo caminar. Muchas gracias por su tiempo",Alumbrado Público
necesitamos que poden los arboles de calle Los Aromos porque las ramas ya estan tocando los cables de luz. Quedo atento a una respuesta.,Áreas Verdes
"sr. alcalde, el bar que esta cerca de mi casa en Poblacion 18 de Septiembre hace un ruido tremendo todos los fines de semana hasta el amanecer. Saludos.",Permisos y Patentes Comerciales
"la plaza del sector poniente quedo destruida despues de una fiesta del fin de semana, rompieron bancas y plantas, hay q reponer todo.",Áreas Verdes
"el pavimento de calle Las Torres esta totalmente destrozado, cada vez q llueve se llena de agua y no se puede pasar. Espero una pronta solucion.",Vialidad y Pavimentación
los vecinos del pasaje de atras llevamos casi 2 semanas pidiendo que manden a limpiar el canal que esta lleno de basura y da mal olor.,Aseo y Ornato
"buenas tardes, hay un poste de luz que quedo torcido en medio de la vereda de Errazuriz despues q un auto lo choco, es un peligro para los peatones. Saludos",Vialidad y Pavimentación
"quiero reclamar xq las luces de la plaza de Villa El Trebol nunca las prenden aunque este oscuro, parece que el sensor esta malo. Porfavor tomen cartas en el asunto",Alumbrado Público
"hay pandillas de jovenes que se juntan a hacer destrozos en la plaza del sector sur, rompen bancas y asustan a los vecinos. Quedo atento a una respuesta!!",Seguridad Ciudadana
"estimados, pedimos mas rondas de carabineros para Villa Esperanza porque hace un par de semanas hubo dos asaltos en la misma cuadra. Ojala le puedan poner atencion a esto.",Seguridad Ciudadana
"la vereda de calle Colon esta rota hace varios meses, las senoras con coche de guagua tienen q bajarse a la calle para pasar. Muchas gracias por su tiempo",Vialidad y Pavimentación
"hay un galpon en Villa Esperanza que funciona como bodega sin permiso de funcionamiento, ademas genera mucho ruido de camiones en la noche. Espero una pronta solucion.",Permisos y Patentes Comerciales
"en la esquina de Errazuriz instalaron un carrito de comida sin ningun permiso, ademas deja toda la vereda sucia. Quedo atento a una respuesta.",Permisos y Patentes Comerciales
"el pavimento de calle Las Camelias esta totalmente destrozado, cada vez q llueve se llena de agua y no se puede pasar.",Vialidad y Pavimentación
"Sr. alcalde, el kiosco del sector norte crecio y ahora ocupa media vereda con mesas, sin permiso municipal para eso segun tengo entendido. Muchas gracias por su tiempo.",Permisos y Patentes Comerciales
"sr. alcalde, el sistema de riego de la plaza de calle Las Camelias lleva casi 2 semanas malo y las plantas se estan secando todas.",Áreas Verdes
"el alumbrado publico de la cancha de Poblacion Cordillera no sirve, los ninos que juegan de noche no ven nada y se pueden accidentar. Ojala le puedan poner atencion a esto.",Alumbrado Público
"en la esquina de Balmaceda instalaron un carrito de comida sin ningun permiso, ademas deja toda la vereda sucia. Ojala le puedan poner atencion a esto.",Permisos y Patentes Comerciales
"en Poblacion 18 de Septiembre las calles de tierra se llenan de barro cuando llueve, ya no se puede ni caminar, necesitamos pavimentacion urgente. Quedo atento a una respuesta!!",Vialidad y Pavimentación
las rejillas de aguas lluvias de calle Santa Rosa estan tapadas y cuando llueve se inunda toda la cuadra. Ojala le puedan poner atencion a esto,Vialidad y Pavimentación
"los juegos infantiles de la plaza Poblacion El Progreso estan todos oxidados y rotos, mi hija se corto con un fierro el otro dia. Porfavor tomen cartas en el asunto",Áreas Verdes
"hace varias semanas que no retiran los escombros que dejaron en la vereda de calle Las Encinas, frente al almacen de la esquina, y estan estorbando el paso de la gente. Ya no sabemos a quien mas recurrir",Aseo y Ornato
"hace bastante tiempo que un grupo de encapuchados anda rondando por calle Los Alamos, varios vecinos ya llamaron a carabineros pero no llegan a tiempo. Muchas gracias por su tiempo.",Seguridad Ciudadana
"se cayo una rama enorme de un arbol en la plaza del barrio alto y quedo bloqueando la entrada, es peligroso para los ninos que juegan ahi. Saludos",Áreas Verdes
quiero reclamar xq no hay camaras de seguridad frente a la iglesia y ahi es donde mas robos se producen segun los vecinos. Ojala le puedan poner atencion a esto,Seguridad Ciudadana
hace varios meses que pedimos un lomo de toro en calle El Bosque porq los autos pasan a exceso de velocidad y casi atropellan a un nino. Gracias de antemano.,Vialidad y Pavimentación
"al lado de la sede vecinal hay un perro muerto en la calle hace como un mes y nadie lo ha retirado, da mucho asco y hay moscas por todos lados. Saludos!!",Aseo y Ornato
quiero reclamar xq dejaron la calle Freire abierta despues de un arreglo de agua potable hace 20 dias y no la han vuelto a pavimentar. Gracias de antemano.,Vialidad y Pavimentación
"Estimados, quiero saber si el negocio nuevo de la esquina cuenta con patente de alcoholes, porque vende cerveza a toda hora incluso de madrugada. Espero una pronta solucion.",Permisos y Patentes Comerciales
"se cayo una rama enorme de un arbol en la plaza del sector sur y quedo bloqueando la entrada, es peligroso para los ninos que juegan ahi. Quedo atento a una respuesta.",Áreas Verdes
"hace tiempo que pedimos mas alumbrado en el pasaje de Villa El Retiro, esta todo oscuro y varias vecinas tienen miedo de volver de noche. Espero una pronta solucion.",Alumbrado Público
"quiero denunciar un taller mecanico en calle Los Copihues que funciona en la via publica sin patente comercial, dejan aceite tirado en la calle. Ojala le puedan poner atencion a esto",Permisos y Patentes Comerciales
"Buenas tardes, quiero denunciar que frente a la iglesia la gente bota escombros de construccion ilegalmente y ya se hizo un basural enorme. Ya no sabemos a quien mas recurrir",Aseo y Ornato
"hay actos de vandalismo constantes en Villa Los Pinos, rayan las casas y rompen los vidrios de los autos estacionados. Porfavor tomen cartas en el asunto.",Seguridad Ciudadana
"hay un arbol en la plaza de la esquina que esta a punto de caerse, las raices ya levantaron toda la vereda de alrededor. Gracias de antemano.",Áreas Verdes
"Sr. alcalde, hay un colchon y varios muebles viejos botados hace varios meses cerca de la plaza, porfavor manden a retirarlos. Gracias de antemano!!",Aseo y Ornato
"el pasto de la plaza de Poblacion Nueva Amanecer no lo cortan hace 20 dias, ya esta enorme y se esconden ahi los perros vagos. Ya no sabemos a quien mas recurrir.",Áreas Verdes
el local que abrieron en calle Los Aromos pone musica hasta muy tarde y creo q no tiene patente para funcionar asi. Ya no sabemos a quien mas recurrir.,Permisos y Patentes Comerciales
"Buenas tardes, anoche entraron a robar a una casa de Poblacion 18 de Septiembre, ya es la tercera esta semana y nadie hace rondas por aca. Gracias de antemano.",Seguridad Ciudadana
"hola municipio, llevamos bastante tiempo sin luz en todo el pasaje de calle Los Jazmines, ya reclamamos por telefono y no ha pasado nada. Espero una pronta solucion.",Alumbrado Público
"Buenos dias, el poste de calle Diego Portales quedo colgando despues de un choque hace 3 dias y nadie lo ha venido a reparar, es peligroso. Espero una pronta solucion",Alumbrado Público
"Estimados, el pavimento de la Villa Portales tiene grietas enormes por todos lados, cuando llueve se hacen unas pozas gigantes. Ya no sabemos a quien mas recurrir",Vialidad y Pavimentación
quiero reclamar xq la luminaria de la plaza del barrio alto parpadea toda la noche y no deja dormir a los vecinos de al lado. Ya no sabemos a quien mas recurrir.,Alumbrado Público
quiero saber pq el local de calle Los Castanos sigue abierto si los vecinos ya denunciamos que no tiene patente comercial vigente.,Permisos y Patentes Comerciales
"los basureros publicos de la plaza de Villa El Retiro estan quebrados y llenos de basura desbordada, alguien tiene q ir a limpiar urgente. Quedo atento a una respuesta",Aseo y Ornato
la vereda del sector norte esta toda levantada por las raices de un arbol y varias personas se han caido ahi. Ya no sabemos a quien mas recurrir.,Vialidad y Pavimentación
"llevamos varios meses esperando que repongan el pavimento de calle Los Castanos, quedo puro hoyo despues de las obras del alcantarillado. Ya no sabemos a quien mas recurrir.",Vialidad y Pavimentación
"hay un olor a podrido terrible al lado de la sede vecinal, creo que es por la basura que se acumula en el sitio baldio de al lado. Espero puedan solucionarlo pronto, gracias",Aseo y Ornato
"hace 20 dias que un grupo de encapuchados anda rondando por calle Santa Rosa, varios vecinos ya llamaron a carabineros pero no llegan a tiempo. Espero una pronta solucion",Seguridad Ciudadana
"buenos dias, hay un negocio al lado de la sede vecinal que hace fiestas clandestinas los fines de semana, con musica fuerte y venta de alcohol sin permiso. Porfavor tomen cartas en el asunto.",Permisos y Patentes Comerciales
"buen dia, el local que abrieron en calle El Bosque pone musica hasta muy tarde y creo q no tiene patente para funcionar asi. Muchas gracias por su tiempo!!",Permisos y Patentes Comerciales
"la vereda de calle Circunvalacion esta rota hace 20 dias, las senoras con coche de guagua tienen q bajarse a la calle para pasar. Espero una pronta solucion",Vialidad y Pavimentación
"asaltaron a un vecino a mano armada en la esquina de Balmaceda hace una semana, necesitamos mas presencia policial urgente. Porfavor tomen cartas en el asunto.",Seguridad Ciudadana
"hace 20 dias que no retiran los escombros que dejaron en la vereda de calle Manuel Rodriguez, cerca del jardin infantil, y estan estorbando el paso de la gente. Porfavor tomen cartas en el asunto.",Aseo y Ornato
"estimados, el paso peatonal frente al colegio del sector poniente esta borrado hace tiempo y los autos no respetan a los ninos que cruzan. Gracias de antemano.",Vialidad y Pavimentación
hicieron una rayado (graffiti) horrible en el muro de la sede social de Poblacion Los Heroes y ya lleva 3 dias sin que lo limpien. Muchas gracias por su tiempo.,Aseo y Ornato
"en la Villa Las Nieves varios postes no tienen ampolleta hace un mes, de noche es imposible ver por donde uno camina. Gracias de antemano",Alumbrado Público
"estimados, el bebedero de la plaza de calle Padre Hurtado no funciona hace tiempo y con el calor los ninos necesitan tomar agua. Porfavor tomen cartas en el asunto!!",Áreas Verdes
"cerca del jardin infantil han aumentado mucho los robos ultimamente, hace un mes le robaron a un vecino en la puerta de su casa. Porfavor tomen cartas en el asunto.",Seguridad Ciudadana
"hay un cable colgando de un poste cerca de la plaza que parece que es de la luz de la calle, da miedo que le pase algo a alguien. Espero una pronta solucion.",Alumbrado Público
"en la plaza de Poblacion 18 de Septiembre hay ratones porque la gente deja bolsas de basura en la reja del parque, esto es un peligro para los ninos. Saludos.",Aseo y Ornato
"hola municipio, cerca del paradero han aumentado mucho los robos ultimamente, hace un mes le robaron a un vecino en la puerta de su casa. Saludos.",Seguridad Ciudadana
"hay un galpon en Villa Sol Naciente que funciona como bodega sin permiso de funcionamiento, ademas genera mucho ruido de camiones en la noche. Saludos.",Permisos y Patentes Comerciales
"el juego de resbalin de la plaza del sector sur esta oxidado y con el fierro filoso, ya casi corta a un nino. Quedo atento a una respuesta.",Áreas Verdes
"hola municipio, hay actos de vandalismo constantes en Poblacion San Rafael, rayan las casas y rompen los vidrios de los autos estacionados. Espero una pronta solucion.",Seguridad Ciudadana
"hola municipio, quiero denunciar que en la esquina la gente bota escombros de construccion ilegalmente y ya se hizo un basural enorme. Porfavor tomen cartas en el asunto!!",Aseo y Ornato
"el kiosco del barrio alto crecio y ahora ocupa media vereda con mesas, sin permiso municipal para eso segun tengo entendido. Muchas gracias por su tiempo!!",Permisos y Patentes Comerciales
"falta señaletica de pare en la esquina de calle Las Rosas, ya hubo dos choques este mes por eso mismo. Espero una pronta solucion.",Vialidad y Pavimentación
"Estimados, hace bastante tiempo que no riegan las areas verdes de calle Ignacio Carrera Pinto, todo el pasto se esta secando y los arboles nuevos se van a morir. Gracias de antemano",Áreas Verdes
"en la plaza de Villa El Mirador los columpios estan quebrados hace tiempo y los ninos igual los usan, alguien se puede lesionar. Ya no sabemos a quien mas recurrir.",Áreas Verdes
"el local nocturno de calle Ignacio Carrera Pinto sigue funcionando pasada la hora permitida y los vecinos no podemos dormir por el bullicio. Espero puedan solucionarlo pronto, gracias",Permisos y Patentes Comerciales
quiero saber pq el local de calle Circunvalacion sigue abierto si los vecinos ya denunciamos que no tiene patente comercial vigente. Ojala le puedan poner atencion a esto,Permisos y Patentes Comerciales
"Hola municipio, hay un negocio en la esquina que hace fiestas clandestinas los fines de semana, con musica fuerte y venta de alcohol sin permiso. Ojala le puedan poner atencion a esto.",Permisos y Patentes Comerciales
"sr. alcalde, quiero saber si el negocio nuevo del sector norte cuenta con patente de alcoholes, porque vende cerveza a toda hora incluso de madrugada.",Permisos y Patentes Comerciales
"hay comercio ambulante instalado hace varias semanas atras del colegio sin ningun permiso, ocupan toda la vereda y no dejan pasar a la gente. Gracias de antemano.",Permisos y Patentes Comerciales
"el foco de la esquina de mi casa en Los Aromos esta quemado hace 10 dias, ya avise antes y nadie ha venido a cambiarlo. Espero una pronta solucion.",Alumbrado Público
"buen dia, hay un poste de luz que quedo torcido en medio de la vereda de Balmaceda despues q un auto lo choco, es un peligro para los peatones. Ya no sabemos a quien mas recurrir",Vialidad y Pavimentación
hace mas de 20 dias que reclamamos por el negocio de comida de Villa Los Pinos que funciona sin resolucion sanitaria y bota olores fuertes. Ojala le puedan poner atencion a esto.,Permisos y Patentes Comerciales
"las papeleras de calle Los Alamos estan todas rotas y no las han cambiado, por eso la gente tira la basura directo al suelo. Porfavor tomen cartas en el asunto.",Aseo y Ornato
"el sitio eriazo de calle El Bosque se ha convertido en un foco de delincuencia, de noche se juntan a robar y a consumir. Muchas gracias por su tiempo.",Seguridad Ciudadana
"Sr. alcalde, en la Villa Los Alerces hay un microbasural enorme que se esta formando en el sitio eriazo, la gente sigue tirando basura y nadie hace nada. Saludos.",Aseo y Ornato
"Buenos dias, el restaurant de la cuadra de la plaza boto sus desechos a la calle de nuevo, ademas dudo que tenga los permisos sanitarios al dia. Porfavor tomen cartas en el asunto.",Permisos y Patentes Comerciales
"sr. alcalde, reclamo pq las luminarias nuevas que pusieron en calle Las Encinas quedaron mal instaladas y se apagan solas cada rato. Espero una pronta solucion.",Alumbrado Público
los postes de luz de la villa de al lado se apagan como a las 11 de la noche y quedamos completamente a oscuras hasta el otro dia. Gracias de antemano,Alumbrado Público
"hola, llevamos mas de un mes pidiendo mas seguridad para Villa Las Nieves, los delincuentes ya perdieron el miedo y roban de dia. Quedo atento a una respuesta",Seguridad Ciudadana
"en la Poblacion Nueva Amanecer la plaza esta abandonada, el pasto crecido, los arbustos sin podar y da la sensacion de que a nadie le importa. Porfavor tomen cartas en el asunto",Áreas Verdes
"el juego de resbalin de la plaza de la esquina esta oxidado y con el fierro filoso, ya casi corta a un nino!!",Áreas Verdes
"se cayo una rama enorme de un arbol en la plaza del centro y quedo bloqueando la entrada, es peligroso para los ninos que juegan ahi. Gracias de antemano.",Áreas Verdes
"hace falta un lomo de toro urgente en calle Los Naranjos cerca del jardin infantil, los autos pasan como si fuera autopista y ya casi atropellan a un vecino. Porfavor tomen cartas en el asunto.",Vialidad y Pavimentación
"hola municipio, llevamos 20 dias sin luz en todo el pasaje de calle Los Jazmines, ya reclamamos por telefono y no ha pasado nada. Muchas gracias por su tiempo!!",Alumbrado Público
"buenas tardes, el pasto de la plaza de Poblacion San Rafael no lo cortan hace un mes, ya esta enorme y se esconden ahi los perros vagos.",Áreas Verdes
necesitamos urgente una camara de seguridad en la esquina de Los Naranjos porque ahi asaltaron a dos personas esta semana. Espero una pronta solucion!!,Seguridad Ciudadana
"nadie barre las veredas de Poblacion Cordillera hace varios meses, esta lleno de hojas y tierra, se ve muy descuidado el sector. Ojala le puedan poner atencion a esto.",Aseo y Ornato
"el foco de la esquina de mi casa en Las Acacias esta quemado hace 3 dias, ya avise antes y nadie ha venido a cambiarlo. Ojala le puedan poner atencion a esto.",Alumbrado Público
"sr. alcalde, hay un hoyo enorme en calle Las Acacias cerca de la plaza que ya provoco que un auto se pinchara, es peligroso porfavor arreglenlo. Espero puedan solucionarlo pronto, gracias.",Vialidad y Pavimentación
"Estimados, el bar que esta cerca de mi casa en Villa El Retiro hace un ruido tremendo todos los fines de semana hasta el amanecer. Porfavor tomen cartas en el asunto.",Permisos y Patentes Comerciales
reclamo xq el semaforo peatonal de la cuadra de la plaza no funciona hace mas de un mes y es my peligroso cruzar ahi.,Vialidad y Pavimentación
"en la plaza de Poblacion Santa Elena los columpios estan quebrados hace tiempo y los ninos igual los usan, alguien se puede lesionar. Gracias de antemano.",Áreas Verdes
hicieron una rayado (graffiti) horrible en el muro de la sede social de Poblacion Los Heroes y ya lleva bastante tiempo sin que lo limpien. Porfavor tomen cartas en el asunto.,Aseo y Ornato
necesitamos urgente una camara de seguridad en la esquina de Diego Portales porque ahi asaltaron a dos personas esta semana. Ojala le puedan poner atencion a esto.,Seguridad Ciudadana
"hola municipio, el bebedero de la plaza de calle Las Camelias no funciona hace tiempo y con el calor los ninos necesitan tomar agua!!",Áreas Verdes
"hay un arbol en la plaza del sector norte que esta a punto de caerse, las raices ya levantaron toda la vereda de alrededor.",Áreas Verdes
"reclamo xq instalaron una discoteca improvisada en una casa de calle Los Jazmines, cobran entrada y no creo que tengan patente para eso. Ya no sabemos a quien mas recurrir!!",Permisos y Patentes Comerciales
"buenas tardes, el sistema de riego de la plaza de calle O'Higgins lleva 10 dias malo y las plantas se estan secando todas. Saludos.",Áreas Verdes
"se cayo una rama enorme de un arbol en la plaza de la cuadra de la plaza y quedo bloqueando la entrada, es peligroso para los ninos que juegan ahi. Gracias de antemano.",Áreas Verdes
"falta senaletica de pare en la esquina de calle San Martin, ya hubo dos choques este mes por eso mismo. Gracias de antemano.",Vialidad y Pavimentación
"hace tiempo que pedimos mas alumbrado en el pasaje de Poblacion San Rafael, esta todo oscuro y varias vecinas tienen miedo de volver de noche. Muchas gracias por su tiempo.",Alumbrado Público
"frente al almacen de la esquina hay un perro muerto en la calle hace como una semana y nadie lo ha retirado, da mucho asco y hay moscas por todos lados. Espero puedan solucionarlo pronto, gracias.",Aseo y Ornato
en Poblacion 18 de Septiembre hay varios postes sin luz y de noche los delincuentes aprovechan la oscuridad para hacer de las suyas. Porfavor tomen cartas en el asunto.,Alumbrado Público
"los vecinos del sector oriente estamos organizando rondas propias porque los robos no paran y la municipalidad no ha respondido. Espero puedan solucionarlo pronto, gracias.",Seguridad Ciudadana
"hace un par de semanas que un grupo de encapuchados anda rondando por calle Pedro de Valdivia, varios vecinos ya llamaron a carabineros pero no llegan a tiempo.",Seguridad Ciudadana
"Buen dia, en la plaza de Poblacion Vista Hermosa se juntan a beber y a pelear todas las noches, los vecinos tenemos miedo de salir. Ojala le puedan poner atencion a esto.",Seguridad Ciudadana
el local nocturno de calle Bernardo O'Higgins sigue funcionando pasada la hora permitida y los vecinos no podemos dormir por el bullicio. Saludos,Permisos y Patentes Comerciales
"Buenos dias, en la plaza de Poblacion San Rafael se juntan a beber y a pelear todas las noches, los vecinos tenemos miedo de salir. Espero puedan solucionarlo pronto, gracias.",Seguridad Ciudadana
en Poblacion El Bosque hay varios postes sin luz y de noche los delincuentes aprovechan la oscuridad para hacer de las suyas. Espero una pronta solucion.,Alumbrado Público
"asaltaron a un vecino a mano armada en la esquina de Los Alamos hace 3 dias, necesitamos mas presencia policial urgente. Gracias de antemano.",Seguridad Ciudadana
"Buenas tardes, hay un poste de luz que quedo torcido en medio de la vereda de Errazuriz despues q un auto lo choco, es un peligro para los peatones. Ojala le puedan poner atencion a esto.",Vialidad y Pavimentación
"la vereda de calle Los Almendros esta rota hace 20 dias, las senoras con coche de guagua tienen q bajarse a la calle para pasar. Muchas gracias por su tiempo",Vialidad y Pavimentación
